id,label,genres,main_genre,rating_count,avg_rating,engagement_norm
653,Dragonheart (1996),Action|Adventure|Fantasy,Action,65,3.092,0.0037735849056603774
5481,Austin Powers in Goldmember (2002),Comedy,Comedy,65,2.846,0.0037735849056603774
56367,Juno (2007),Comedy|Drama|Romance,Comedy,65,3.769,0.0037735849056603774
2194,"Untouchables, The (1987)",Action|Crime|Drama,Action,65,3.938,0.0037735849056603774
555,True Romance (1993),Crime|Thriller,Crime,65,3.8,0.0037735849056603774
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,Comedy,65,3.346,0.0037735849056603774
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,Comedy,65,3.623,0.0037735849056603774
4447,Legally Blonde (2001),Comedy|Romance,Comedy,64,3.156,0.0
55820,No Country for Old Men (2007),Crime|Drama,Crime,64,3.898,0.0
4025,Miss Congeniality (2000),Comedy|Crime,Comedy,64,3.055,0.0
1035,"Sound of Music, The (1965)",Musical|Romance,Musical,64,3.938,0.0
1234,"Sting, The (1973)",Comedy|Crime,Comedy,64,3.977,0.0
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,Action,64,3.945,0.0
786,Eraser (1996),Action|Drama|Thriller,Action,64,3.109,0.0
1954,Rocky (1976),Drama,Drama,64,3.828,0.0
